"n";"anno";"genere";"eta";"peso";"altezza";"dipsci";"dipcla";"diptec";"dipalt";"componenti";"occhiali";"fumo";"diploma"
1490;1992;1;20,80;53,00;165;0;0;1;0;4;0;0;"     tec"
1491;1992;1;21,30;56,00;169;0;0;1;0;6;0;0;"     tec"
1492;1992;1;20,70;53,00;160;0;0;1;0;5;0;0;"     tec"
1493;1992;0;25,90;72,00;178;0;0;1;0;6;0;0;"     tec"
1494;1992;0;21,00;68,00;178;0;0;1;0;5;0;0;"     tec"
1495;1992;0;20,70;73,00;180;0;0;1;0;5;1;1;"     tec"
1496;1992;1;28,40;61,00;159;0;0;1;0;5;1;0;"     tec"
1497;1992;1;23,00;62,00;165;1;0;0;0;7;1;0;"     sci"
1498;1992;1;21,20;58,00;165;0;0;1;0;7;0;0;"     tec"
1499;1992;1;20,80;66,00;170;0;1;0;0;4;0;0;"     cla"
1500;1992;0;26,70;78,00;178;0;0;1;0;1;0;0;"     tec"
1501;1992;1;23,50;49,00;158;0;1;0;0;5;1;0;"     cla"
1502;1992;0;25,90;50,00;166;0;0;1;0;5;0;1;"     tec"
1503;1992;1;25,80;53,00;168;0;0;0;1;3;0;0;"     alt"
1504;1992;1;21,70;54,00;159;0;0;1;0;3;0;0;"     tec"
1505;1992;1;21,40;58,00;167;0;0;1;0;5;0;0;"     tec"
1506;1992;1;19,20;54,00;160;0;0;1;0;4;1;0;"     tec"
1507;1992;1;19,10;46,00;157;0;0;1;0;4;1;0;"     tec"
1508;1992;0;29,00;75,00;170;0;1;0;0;5;1;1;"     cla"
1509;1992;1;20,20;65,00;172;1;0;0;0;4;0;0;"     sci"
1510;1992;1;19,30;58,00;160;1;0;0;0;4;0;0;"     sci"
1511;1992;1;20,50;65,00;168;0;0;1;0;4;1;0;"     tec"
1512;1992;1;24,40;61,00;173;0;0;1;0;5;1;1;"     tec"
1513;1992;1;19,10;62,00;160;0;0;1;0;7;1;0;"     tec"
1514;1992;0;20,90;80,00;177;0;0;1;0;4;1;1;"     tec"
1515;1992;0;21,30;66,00;177;1;0;0;0;5;1;0;"     sci"
1516;1992;0;27,00;86,00;181;0;0;1;0;5;1;1;"     tec"
1517;1992;1;20,20;52,00;163;0;1;0;0;5;1;1;"     cla"
1518;1992;0;22,60;80,00;187;0;0;1;0;6;1;0;"     tec"
1519;1992;0;20,70;82,00;173;0;0;1;0;5;0;0;"     tec"
1520;1992;1;21,40;55,00;157;0;0;0;1;4;0;0;"     alt"
1521;1992;0;20,30;78,00;180;1;0;0;0;5;1;0;"     sci"
1522;1992;0;23,70;82,00;180;0;1;0;0;3;0;0;"     cla"
1523;1992;0;21,80;70,00;177;1;0;0;0;4;1;0;"     sci"
1524;1992;0;19,20;87,00;180;1;0;0;0;5;0;1;"     sci"
1525;1992;0;23,20;67,00;174;0;0;1;0;5;1;1;"     tec"
1526;1992;1;23,60;55,00;160;0;1;0;0;5;0;0;"     cla"
1527;1992;0;31,80;78,00;183;0;0;1;0;4;1;1;"     tec"
1528;1992;0;31,80;72,00;182;0;0;1;0;7;1;1;"     tec"
1529;1992;1;19,50;45,00;158;0;0;1;0;5;1;0;"     tec"
1530;1992;1;19,10;62,00;166;1;0;0;0;5;1;0;"     sci"
1531;1992;0;24,70;74,00;164;0;0;1;0;8;1;0;"     tec"
1532;1992;1;21,70;55,00;165;0;0;1;0;3;0;0;"     tec"
1533;1992;0;21,30;95,00;183;0;0;1;0;5;0;0;"     tec"
1534;1992;1;20,90;68,00;170;1;0;0;0;5;0;1;"     sci"
1535;1992;1;20,30;58,00;170;0;0;1;0;4;0;0;"     tec"
1536;1992;1;21,00;59,00;168;0;0;1;0;6;0;0;"     tec"
1537;1992;0;23,20;79,00;170;1;0;0;0;3;0;1;"     sci"
1538;1992;1;19,20;59,00;165;1;0;0;0;5;1;0;"     sci"
1539;1992;1;20,30;57,00;165;0;0;1;0;4;0;0;"     tec"
1540;1992;1;21,90;64,00;166;0;1;0;0;4;1;0;"     cla"
1541;1992;1;20,50;68,00;175;0;1;0;0;4;1;1;"     cla"
1542;1992;0;21,60;84,00;185;1;0;0;0;5;1;0;"     sci"
1543;1992;0;23,60;66,00;173;1;0;0;0;4;0;1;"     sci"
1544;1992;0;24,80;82,00;183;0;0;1;0;6;0;0;"     tec"
1545;1992;1;29,30;70,00;165;0;0;1;0;5;0;0;"     tec"
1546;1992;0;24,20;74,00;184;1;0;0;0;6;0;0;"     sci"
1547;1992;1;19,50;42,00;153;0;0;0;1;5;1;1;"     alt"
1548;1992;1;20,60;62,20;175;0;0;0;1;4;1;1;"     alt"
1549;1992;1;19,50;50,00;165;1;0;0;0;5;0;0;"     sci"
1550;1992;0;26,00;90,00;185;0;0;1;0;6;0;0;"     tec"
1551;1992;1;20,50;53,00;168;0;1;0;0;5;1;1;"     cla"
1552;1992;0;19,10;82,00;178;0;0;1;0;5;1;1;"     tec"
1553;1992;0;21,00;65,00;178;0;0;1;0;6;0;0;"     tec"
1554;1992;0;19,30;50,00;158;1;0;0;0;4;0;0;"     sci"
1555;1992;1;22,70;52,00;162;0;1;0;0;4;0;1;"     cla"
1556;1992;1;29,30;52,00;167;0;0;1;0;2;1;1;"     tec"
1557;1992;0;23,20;64,00;167;0;0;1;0;4;1;0;"     tec"
1558;1992;1;22,80;59,00;164;0;1;0;0;4;0;1;"     cla"
1559;1992;1;20,90;56,00;160;0;0;1;0;4;1;0;"     tec"
1560;1992;1;22,90;60,00;162;0;0;1;0;5;1;0;"     tec"
1561;1992;1;20,20;54,00;160;0;0;1;0;6;0;0;"     tec"
1562;1992;0;24,90;70,00;171;0;0;1;0;4;0;0;"     tec"
1563;1992;0;25,70;72,00;180;0;0;1;0;4;1;0;"     tec"
1564;1992;1;21,60;52,00;164;0;1;0;0;3;1;0;"     cla"
1565;1992;1;21,80;51,00;161;0;1;0;0;5;0;0;"     cla"
1566;1992;1;25,10;67,00;172;0;1;0;0;3;0;0;"     cla"
1567;1992;1;19,20;51,00;163;0;1;0;0;3;0;0;"     cla"
1568;1992;1;20,40;64,00;170;0;1;0;0;4;0;0;"     cla"
1569;1992;0;20,20;70,00;175;0;0;1;0;5;1;1;"     tec"
1570;1992;1;20,70;61,50;169;1;0;0;0;4;1;0;"     sci"
1571;1992;1;31,50;51,00;165;0;0;1;0;4;0;1;"     tec"
1572;1992;1;27,20;60,00;167;0;1;0;0;4;1;0;"     cla"
1573;1992;1;22,70;58,00;172;1;0;0;0;4;1;1;"     sci"
1574;1992;1;21,70;57,00;162;0;0;1;0;5;0;1;"     tec"
1575;1992;1;20,20;75,00;158;0;1;0;0;5;1;0;"     cla"
1576;1992;1;21,60;75,00;168;0;1;0;0;4;0;0;"     cla"
1577;1992;1;20,60;56,00;158;0;0;1;0;4;1;1;"     tec"
1578;1992;1;21,20;53,00;155;1;0;0;0;4;1;0;"     sci"
1579;1992;1;19,70;49,00;163;0;1;0;0;4;0;0;"     cla"
1580;1992;0;19,30;67,00;178;0;0;1;0;5;0;0;"     tec"
1581;1992;1;19,50;58,00;171;0;1;0;0;2;0;0;"     cla"
1582;1992;1;20,80;72,00;169;0;1;0;0;4;1;0;"     cla"
1583;1992;1;23,50;61,00;161;0;0;1;0;4;0;0;"     tec"
1584;1992;1;19,50;72,00;173;0;0;1;0;4;0;0;"     tec"
1585;1992;1;21,90;53,00;165;1;0;0;0;4;0;0;"     sci"
1586;1992;1;21,80;52,00;158;0;1;0;0;4;1;0;"     cla"
1587;1992;1;20,90;48,00;159;0;1;0;0;5;0;0;"     cla"
1588;1992;1;24,30;64,00;172;0;1;0;0;4;1;1;"     cla"
1589;1992;1;27,00;54,00;160;0;1;0;0;5;1;1;"     cla"
1590;1992;1;19,20;80,00;178;1;0;0;0;5;0;0;"     sci"
1591;1992;1;22,00;67,00;175;1;0;0;0;4;0;0;"     sci"
1592;1992;1;20,70;53,00;163;0;0;1;0;6;0;0;"     tec"
1593;1992;1;20,60;55,00;162;0;0;1;0;7;0;0;"     tec"
1594;1992;0;21,70;83,00;190;1;0;0;0;4;1;0;"     sci"
1595;1992;1;20,10;61,00;170;0;0;1;0;6;0;0;"     tec"
1596;1992;1;24,50;49,00;159;0;1;0;0;6;0;0;"     cla"
1597;1992;1;19,70;49,00;160;0;0;1;0;6;0;0;"     tec"
1598;1992;1;21,00;57,00;154;0;0;1;0;6;0;0;"     tec"
1599;1992;1;19,70;47,00;160;0;0;1;0;3;1;0;"     tec"
1600;1992;0;21,20;74,00;161;1;0;0;0;5;1;0;"     sci"
1601;1992;1;20,60;57,00;165;0;0;1;0;5;1;0;"     tec"
1602;1992;1;20,10;42,00;150;0;1;0;0;7;1;0;"     cla"
1603;1992;1;20,80;63,00;165;0;0;1;0;3;1;0;"     tec"
1604;1992;1;20,20;56,00;160;0;0;1;0;3;1;0;"     tec"
1605;1992;1;22,90;59,00;165;0;0;0;1;4;0;0;"     alt"
1606;1992;1;20,20;74,00;167;0;0;1;0;4;0;0;"     tec"
1607;1992;0;23,10;64,00;175;0;0;1;0;4;0;0;"     tec"
1608;1992;1;25,30;57,00;168;0;1;0;0;4;1;0;"     cla"
1609;1992;1;20,10;52,00;162;0;1;0;0;4;0;0;"     cla"
1610;1992;1;19,10;58,00;170;0;0;0;1;4;1;1;"     alt"
1611;1992;0;20,90;62,00;170;1;0;0;0;5;1;0;"     sci"
1612;1992;1;20,10;54,00;162;0;1;0;0;5;1;0;"     cla"
1613;1992;1;20,90;55,00;173;1;0;0;0;4;1;0;"     sci"
1614;1992;1;21,10;71,00;169;1;0;0;0;4;1;0;"     sci"
1615;1992;1;20,50;44,00;152;1;0;0;0;5;1;0;"     sci"
1616;1992;1;20,80;53,00;167;1;0;0;0;3;0;0;"     sci"
1617;1992;1;20,50;48,00;153;0;1;0;0;5;0;0;"     cla"
1618;1992;1;20,50;54,00;167;0;1;0;0;5;0;0;"     cla"
1619;1992;1;19,10;63,00;170;1;0;0;0;5;0;1;"     sci"
1620;1992;0;20,20;70,00;168;0;0;1;0;5;0;0;"     tec"
1621;1992;1;21,60;56,00;170;0;0;1;0;4;0;0;"     tec"
1622;1992;1;20,70;57,00;166;0;0;0;1;5;1;0;"     alt"
1623;1992;1;21,50;46,00;156;0;1;0;0;3;1;0;"     cla"
1624;1992;1;26,20;60,00;165;0;0;1;0;5;1;0;"     tec"
1625;1992;1;20,80;58,00;163;0;0;1;0;3;0;0;"     tec"
1626;1992;1;20,60;50,00;160;0;0;1;0;5;0;0;"     tec"
1627;1992;0;20,70;82,00;180;0;0;1;0;5;0;0;"     tec"
1628;1992;1;21,00;68,00;167;0;1;0;0;5;0;1;"     cla"
1629;1992;1;21,70;55,00;160;0;1;0;0;6;0;0;"     cla"
1630;1992;1;21,60;55,00;168;0;1;0;0;6;1;0;"     cla"
1631;1992;1;19,30;50,00;163;0;1;0;0;4;0;1;"     cla"
1632;1992;1;19,30;57,00;163;0;0;1;0;4;0;0;"     tec"
1633;1992;0;20,40;100,00;186;0;0;1;0;4;0;0;"     tec"
1634;1992;0;22,40;72,00;175;0;0;1;0;6;0;0;"     tec"
1635;1992;1;22,20;60,00;165;0;0;0;1;9;0;0;"     alt"
1636;1992;1;20,70;60,00;165;1;0;0;0;6;0;1;"     sci"
1637;1992;1;23,90;65,00;165;0;1;0;0;5;1;0;"     cla"
1638;1992;1;24,60;60,00;175;0;0;1;0;6;0;0;"     tec"
1639;1992;1;21,10;63,00;158;0;0;1;0;5;1;1;"     tec"
1640;1992;0;31,40;75,00;175;0;0;1;0;3;0;1;"     tec"
1641;1992;0;32,80;79,00;171;0;0;1;0;4;1;1;"     tec"
1642;1992;0;21,00;79,00;178;0;0;1;0;5;0;0;"     tec"
1643;1992;0;27,00;90,00;182;0;1;0;0;2;1;1;"     cla"
1644;1992;0;21,00;77,00;173;0;1;0;0;4;1;0;"     cla"
1645;1992;0;27,20;70,00;167;0;1;0;0;4;0;0;"     cla"
1646;1992;1;20,20;62,00;166;0;1;0;0;5;0;0;"     cla"
1647;1992;0;20,60;75,00;176;1;0;0;0;4;0;0;"     sci"
1648;1992;0;27,40;83,00;184;0;0;1;0;3;0;0;"     tec"
1649;1992;0;27,00;60,00;170;0;1;0;0;3;0;1;"     cla"
1650;1992;0;20,20;73,00;176;0;1;0;0;4;1;0;"     cla"
1651;1992;0;19,70;77,00;173;0;1;0;0;4;0;0;"     cla"
1652;1992;0;21,50;75,00;173;1;0;0;0;4;0;0;"     sci"
1653;1992;1;22,50;60,00;173;0;0;0;1;4;0;0;"     alt"
1654;1992;0;21,10;56,00;168;0;1;0;0;3;1;0;"     cla"
1655;1992;0;34,40;75,00;176;0;0;1;0;3;1;1;"     tec"
1656;1992;1;21,00;58,00;164;1;0;0;0;5;1;0;"     sci"
1657;1992;1;20,60;57,00;164;1;0;0;0;4;1;0;"     sci"
1658;1992;1;19,30;42,00;154;0;0;1;0;5;1;0;"     tec"
1659;1992;0;36,10;64,00;165;0;0;1;0;3;0;1;"     tec"
1660;1992;1;21,70;64,00;162;1;0;0;0;3;1;1;"     sci"
1661;1992;1;19,10;50,00;167;0;0;1;0;6;1;0;"     tec"
1662;1992;1;19,10;68,00;165;0;1;0;0;6;0;0;"     cla"
1663;1992;1;20,60;69,00;169;0;0;1;0;5;1;0;"     tec"
1664;1992;1;20,90;54,00;161;0;1;0;0;5;1;0;"     cla"
1665;1992;0;19,30;77,00;175;0;0;1;0;4;0;0;"     tec"
1666;1992;1;24,30;73,00;163;0;0;1;0;4;0;1;"     tec"
1667;1992;1;21,00;63,00;160;0;1;0;0;6;1;0;"     cla"
1668;1992;0;38,60;77,00;188;1;0;0;0;1;1;1;"     sci"
1669;1992;0;39,80;83,00;175;0;0;1;0;4;0;0;"     tec"
1670;1992;0;22,70;87,00;176;0;1;0;0;3;0;1;"     cla"
1671;1992;0;19,10;58,00;170;0;1;0;0;4;0;0;"     cla"
1672;1992;0;25,10;76,00;180;0;0;1;0;4;0;0;"     tec"
1673;1992;0;20,40;71,00;183;0;0;1;0;5;0;0;"     tec"
1674;1992;1;23,80;67,00;172;0;1;0;0;5;0;0;"     cla"
1675;1992;1;21,10;62,00;167;0;1;0;0;4;0;0;"     cla"
1676;1992;0;25,20;70,00;169;1;0;0;0;2;0;0;"     sci"
1677;1992;0;25,70;80,00;180;0;0;1;0;4;0;0;"     tec"
1678;1992;0;26,20;65,00;173;1;0;0;0;6;0;1;"     sci"
1679;1992;0;20,90;90,00;182;0;0;1;0;5;0;0;"     tec"
1680;1992;0;26,90;85,00;179;1;0;0;0;3;1;0;"     sci"
1681;1992;1;31,20;57,00;160;1;0;0;0;4;0;0;"     sci"
1682;1992;0;21,70;63,00;171;1;0;0;0;4;0;1;"     sci"
1683;1992;1;21,40;51,00;160;0;0;0;1;4;1;0;"     alt"
1684;1992;1;19,40;58,00;160;0;0;0;1;3;1;0;"     alt"
1685;1992;1;19,70;52,00;160;0;0;0;1;5;0;0;"     alt"
1686;1992;1;20,70;52,00;165;0;0;1;0;3;0;0;"     tec"
1687;1992;1;20,70;55,00;167;0;1;0;0;4;0;0;"     cla"
1688;1992;1;20,80;50,00;155;0;1;0;0;5;0;0;"     cla"
1689;1992;1;19,40;58,00;173;0;0;0;1;6;0;0;"     alt"
1690;1992;1;20,20;58,00;165;0;1;0;0;4;1;0;"     cla"
1691;1992;1;21,00;54,00;165;1;0;0;0;5;0;0;"     sci"
1692;1992;0;20,40;69,00;177;0;0;1;0;6;1;0;"     tec"
1693;1992;0;19,30;66,00;180;0;1;0;0;6;1;0;"     cla"
1694;1992;1;19,10;55,00;155;1;0;0;0;4;0;0;"     sci"
1695;1992;0;19,10;60,00;173;0;0;1;0;4;0;0;"     tec"
1696;1992;1;21,20;52,00;156;0;0;1;0;4;0;0;"     tec"
1697;1992;1;19,50;52,00;155;0;0;1;0;4;1;0;"     tec"
1698;1992;1;21,20;60,00;165;0;0;1;0;4;0;0;"     tec"
1699;1992;0;21,80;76,00;186;0;1;0;0;5;0;0;"     cla"
1700;1992;0;24,60;75,00;184;0;0;1;0;6;0;0;"     tec"
1701;1992;1;21,80;57,00;162;0;1;0;0;4;1;0;"     cla"
1702;1992;0;19,70;59,00;165;0;1;0;0;5;0;0;"     cla"
1703;1992;0;20,90;62,00;171;0;0;1;0;3;1;0;"     tec"
1704;1992;1;19,20;59,00;162;0;0;1;0;4;0;0;"     tec"
1705;1992;1;20,60;47,00;155;0;1;0;0;3;1;0;"     cla"
1706;1992;1;19,30;62,00;168;0;1;0;0;5;1;1;"     cla"
1707;1992;0;20,40;81,00;180;0;1;0;0;3;1;1;"     cla"
1708;1992;1;22,50;55,00;170;0;0;1;0;4;1;1;"     tec"
1709;1992;1;19,40;55,00;160;0;0;1;0;4;1;1;"     tec"
1710;1992;1;20,20;50,00;166;0;0;1;0;5;0;0;"     tec"
1711;1992;1;20,70;52,00;164;1;0;0;0;5;0;1;"     sci"
1712;1992;1;20,50;60,00;166;0;1;0;0;6;0;0;"     cla"
1713;1992;1;20,30;60,00;168;0;0;1;0;4;1;0;"     tec"
1714;1992;1;20,30;54,00;160;0;0;1;0;3;0;0;"     tec"
1715;1992;1;19,50;53,00;167;0;0;1;0;6;0;0;"     tec"
1716;1992;0;20,20;68,00;175;0;0;1;0;4;1;0;"     tec"
1717;1992;1;20,60;68,00;168;1;0;0;0;3;1;0;"     sci"
1718;1992;1;20,70;58,00;170;0;0;1;0;6;1;1;"     tec"
1719;1992;1;21,00;60,00;170;0;0;1;0;5;0;1;"     tec"
1720;1992;1;19,10;57,00;168;0;1;0;0;4;1;0;"     cla"
1721;1992;0;20,20;74,00;179;1;0;0;0;4;1;0;"     sci"
1722;1992;1;20,80;53,00;162;1;0;0;0;5;1;0;"     sci"
1723;1992;1;20,50;52,00;165;0;1;0;0;5;1;0;"     cla"
1724;1992;0;21,00;72,00;176;0;0;1;0;4;1;0;"     tec"
1725;1992;0;19,30;85,00;180;1;0;0;0;3;0;1;"     sci"
1726;1992;0;19,30;66,00;178;1;0;0;0;5;0;0;"     sci"
1727;1992;1;20,30;47,00;157;1;0;0;0;3;0;0;"     sci"
1728;1992;0;21,00;63,00;172;1;0;0;0;4;0;0;"     sci"
1729;1992;0;20,60;73,00;178;0;1;0;0;4;0;0;"     cla"
1730;1992;0;19,20;67,00;175;0;1;0;0;3;0;0;"     cla"
1731;1992;1;19,60;73,00;164;1;0;0;0;4;0;0;"     sci"
1732;1992;0;25,90;82,00;182;0;0;1;0;7;1;0;"     tec"
1733;1992;1;20,60;70,00;165;0;1;0;0;5;1;1;"     cla"
1734;1992;0;23,60;62,00;169;0;1;0;0;6;0;0;"     cla"
1735;1992;1;19,50;57,00;165;0;1;0;0;4;1;0;"     cla"
1736;1992;0;25,30;78,00;174;0;0;1;0;4;1;0;"     tec"
1737;1992;1;32,00;42,00;161;0;1;0;0;2;1;1;"     cla"
1738;1992;1;20,70;55,70;152;1;0;0;0;3;1;0;"     sci"
1739;1992;1;20,70;62,00;168;0;0;1;0;6;1;0;"     tec"
1740;1992;1;23,60;44,00;167;0;1;0;0;5;1;0;"     cla"
1741;1992;1;22,70;55,00;163;0;0;1;0;4;1;0;"     tec"
1742;1992;1;21,50;52,00;168;0;0;1;0;4;1;0;"     tec"
1743;1992;0;19,20;78,00;180;1;0;0;0;4;0;0;"     sci"
1744;1992;1;20,90;49,00;157;0;0;1;0;4;0;0;"     tec"
1745;1992;1;19,30;52,00;170;0;0;0;1;5;0;0;"     alt"
1746;1992;1;23,90;61,00;162;0;0;0;1;4;0;0;"     alt"
1747;1992;1;23,00;59,00;165;0;0;1;0;7;0;0;"     tec"
1748;1992;0;23,70;80,00;179;0;0;1;0;5;0;0;"     tec"
1749;1992;0;60,20;77,00;181;0;0;1;0;5;0;0;"     tec"
1750;1992;0;23,70;65,00;175;0;0;1;0;4;0;0;"     tec"
1751;1992;1;20,30;63,00;163;0;1;0;0;4;1;0;"     cla"
1752;1992;1;20,90;55,00;170;0;0;1;0;5;0;0;"     tec"
1753;1992;1;34,70;66,00;170;0;1;0;0;4;0;0;"     cla"
1754;1992;1;19,40;60,00;165;0;1;0;0;5;0;1;"     cla"
1755;1992;1;20,90;61,00;168;0;0;1;0;4;0;0;"     tec"
1756;1992;1;20,60;48,00;160;0;0;1;0;4;1;1;"     tec"
1757;1992;1;22,20;42,00;160;0;1;0;0;5;0;0;"     cla"
1758;1992;1;20,20;49,00;160;0;0;0;1;4;0;0;"     alt"
1759;1992;1;22,70;54,00;175;0;1;0;0;4;1;0;"     cla"
1760;1992;1;19,30;48,00;160;0;1;0;0;5;1;0;"     cla"
1761;1992;1;19,30;61,00;164;1;0;0;0;5;1;1;"     sci"
1762;1992;1;20,80;67,00;178;0;1;0;0;6;1;1;"     cla"
1763;1992;1;19,80;65,00;173;0;0;0;1;4;1;0;"     alt"
1764;1992;1;22,80;52,00;160;0;0;1;0;4;0;0;"     tec"
1765;1992;1;20,50;56,00;165;0;0;1;0;5;1;0;"     tec"
1766;1992;0;20,70;72,00;178;0;0;1;0;4;0;0;"     tec"
1767;1992;1;19,60;55,00;164;0;0;1;0;5;1;0;"     tec"
1768;1992;1;19,40;50,00;160;0;0;1;0;6;0;1;"     tec"
1769;1992;1;20,70;62,00;175;0;1;0;0;6;0;0;"     cla"
1770;1992;1;20,20;63,00;159;0;1;0;0;4;0;0;"     cla"
1771;1992;0;19,10;85,00;185;1;0;0;0;4;1;0;"     sci"
1772;1992;1;22,80;50,00;162;0;0;1;0;3;0;1;"     tec"
1773;1992;0;21,60;68,00;173;1;0;0;0;5;0;0;"     sci"
1774;1992;1;20,80;43,00;153;1;0;0;0;5;0;0;"     sci"
1775;1992;1;20,30;50,00;169;0;0;1;0;5;1;0;"     tec"
1776;1992;1;22,00;60,00;165;0;0;1;0;4;1;0;"     tec"
1777;1992;0;22,70;70,00;172;0;0;1;0;6;0;0;"     tec"
1778;1992;1;19,20;55,00;165;0;0;1;0;6;1;1;"     tec"
1779;1992;1;20,80;50,00;167;0;0;0;1;4;1;0;"     alt"
1780;1992;1;20,50;70,00;170;0;0;0;1;4;1;0;"     alt"
1781;1992;0;32,80;70,00;164;0;0;1;0;4;1;0;"     tec"
1782;1992;0;20,70;74,00;190;1;0;0;0;4;0;0;"     sci"
1783;1992;0;25,20;78,00;184;0;0;1;0;4;1;0;"     tec"
1784;1992;1;20,30;58,00;165;0;0;1;0;5;0;0;"     tec"
1785;1992;1;19,20;67,00;175;1;0;0;0;5;1;0;"     sci"
1786;1992;1;23,10;56,00;162;0;0;1;0;6;0;0;"     tec"
1787;1992;1;20,70;60,00;155;0;1;0;0;8;0;0;"     cla"
1788;1992;0;21,50;78,00;170;1;0;0;0;4;1;1;"     sci"
1789;1993;1;21,50;59,00;168;1;0;0;0;4;0;0;"     sci"
1790;1993;1;23,80;55,00;170;1;0;0;0;3;1;0;"     sci"
1791;1993;1;20,40;60,00;157;0;0;1;0;5;0;0;"     tec"
1792;1993;1;19,50;58,00;170;0;1;0;0;3;1;0;"     cla"
1793;1993;1;20,00;70,00;168;0;1;0;0;4;1;1;"     cla"
1794;1993;0;22,40;90,00;190;0;0;1;0;3;1;0;"     tec"
1795;1993;0;24,20;85,00;180;0;0;1;0;2;1;0;"     tec"
1796;1993;0;20,60;81,00;183;0;0;1;0;5;0;0;"     tec"
1797;1993;0;23,50;68,00;170;0;0;1;0;4;0;0;"     tec"
1798;1993;0;19,60;64,00;174;0;1;0;0;4;1;1;"     cla"
1799;1993;1;19,90;53,00;163;0;0;1;0;5;1;0;"     tec"
1800;1993;1;20,00;52,00;160;1;0;0;0;4;0;0;"     sci"
1801;1993;0;20,90;72,00;175;0;1;0;0;4;1;0;"     cla"
1802;1993;1;22,10;56,00;159;0;0;1;0;6;0;1;"     tec"
1803;1993;0;20,70;87,00;184;0;0;1;0;4;0;0;"     tec"
1804;1993;0;20,70;90,00;185;0;0;1;0;4;0;1;"     tec"
1805;1993;1;20,70;66,00;170;0;1;0;0;4;0;0;"     cla"
1806;1993;0;19,50;74,00;186;0;0;1;0;4;0;1;"     tec"
1807;1993;0;21,70;63,00;172;0;0;0;1;4;1;0;"     alt"
1808;1993;0;25,20;67,00;170;0;0;1;0;5;1;1;"     tec"
1809;1993;1;22,80;64,00;167;0;0;1;0;4;1;0;"     tec"
1810;1993;1;24,60;54,00;166;0;0;1;0;4;1;0;"     tec"
1811;1993;1;19,30;53,00;172;0;1;0;0;5;0;0;"     cla"
1812;1993;0;22,60;70,00;173;1;0;0;0;3;0;0;"     sci"
1813;1993;0;28,60;81,00;168;1;0;0;0;2;1;1;"     sci"
1814;1993;1;22,70;64,00;175;1;0;0;0;4;0;0;"     sci"
1815;1993;1;20,70;48,00;160;0;1;0;0;6;1;0;"     cla"
1816;1993;0;21,00;60,00;170;1;0;0;0;5;1;0;"     sci"
1817;1993;1;20,10;55,00;162;0;0;0;1;4;0;0;"     alt"
1818;1993;1;20,00;46,00;159;0;0;0;1;5;1;0;"     alt"
1819;1993;0;21,10;68,00;168;0;0;1;0;4;0;0;"     tec"
1820;1993;0;20,90;76,00;180;1;0;0;0;5;1;0;"     sci"
1821;1993;0;23,70;75,00;175;0;1;0;0;3;1;0;"     cla"
1822;1993;0;42,60;78,00;177;0;0;1;0;4;1;1;"     tec"
1823;1993;1;19,10;51,00;164;0;1;0;0;5;0;0;"     cla"
1824;1993;1;21,20;52,00;167;0;1;0;0;5;0;1;"     cla"
1825;1993;1;19,30;60,00;173;0;0;0;1;5;0;1;"     alt"
1826;1993;1;19,80;56,00;162;0;1;0;0;5;1;0;"     cla"
1827;1993;1;21,00;70,00;177;0;1;0;0;3;1;0;"     cla"
1828;1993;1;23,10;55,00;160;0;1;0;0;4;0;1;"     cla"
1829;1993;0;22,20;79,00;178;0;0;1;0;3;0;0;"     tec"
1830;1993;0;20,10;65,00;172;0;1;0;0;3;1;1;"     cla"
1831;1993;0;20,30;84,00;178;0;0;1;0;5;0;0;"     tec"
1832;1993;1;33,10;59,00;159;0;0;1;0;3;0;0;"     tec"
1833;1993;1;20,50;55,00;174;0;1;0;0;4;0;0;"     cla"
1834;1993;1;20,10;57,00;160;0;0;1;0;3;1;1;"     tec"
1835;1993;1;22,30;95,00;173;0;0;1;0;5;0;1;"     tec"
1836;1993;0;30,10;85,00;183;0;0;1;0;2;0;0;"     tec"
1837;1993;0;26,60;113,00;191;0;1;0;0;4;0;0;"     cla"
1838;1993;1;24,80;42,00;151;0;0;1;0;3;0;1;"     tec"
1839;1993;1;19,50;60,00;169;1;0;0;0;5;1;0;"     sci"
1840;1993;0;24,00;100,00;180;0;1;0;0;4;0;1;"     cla"
1841;1993;0;20,30;75,00;174;0;0;1;0;4;0;1;"     tec"
1842;1993;1;19,60;58,00;174;0;1;0;0;6;1;1;"     cla"
1843;1993;0;33,40;75,00;170;0;1;0;0;5;0;1;"     cla"
1844;1993;1;19,20;56,00;160;0;1;0;0;4;0;0;"     cla"
1845;1993;1;21,00;60,00;162;0;0;1;0;3;1;0;"     tec"
1846;1993;0;23,30;72,00;172;0;0;1;0;3;1;0;"     tec"
1847;1993;1;20,20;70,00;166;0;1;0;0;4;1;0;"     cla"
1848;1993;1;19,30;50,00;153;0;0;1;0;4;1;0;"     tec"
1849;1993;1;19,20;40,00;158;0;0;0;1;5;0;0;"     alt"
1850;1993;1;20,50;57,00;171;0;0;0;1;5;0;0;"     alt"
1851;1993;1;20,40;57,00;168;0;0;1;0;5;0;0;"     tec"
1852;1993;1;21,20;57,00;165;0;0;1;0;7;1;0;"     tec"
1853;1993;1;19,50;57,00;170;0;0;1;0;4;0;1;"     tec"
1854;1993;1;20,70;58,00;162;0;0;1;0;4;1;0;"     tec"
1855;1993;1;24,50;59,00;168;0;0;1;0;4;1;1;"     tec"
