"N";"AltInch";"PesoPounds"
1361;67,97;123,36
1362;68,18;122,05
1363;67,96;159,66
1364;67,69;121,50
1365;66,85;124,36
1366;68,50;130,56
1367;66,46;117,77
1368;70,53;147,14
1369;68,60;128,65
1370;67,13;115,68
1371;63,82;104,10
1372;67,39;122,44
1373;71,31;124,61
1374;67,98;100,40
1375;67,80;131,80
1376;71,05;134,75
1377;70,67;148,55
1378;69,45;151,34
1379;67,75;121,40
1380;66,37;132,71
1381;66,90;118,12
1382;67,36;120,41
1383;70,03;141,44
1384;74,19;129,05
1385;68,44;129,31
1386;68,86;148,57
1387;66,41;112,31
1388;68,58;130,09
1389;69,01;123,17
1390;64,12;99,36
1391;72,58;139,14
1392;69,53;131,97
1393;69,32;127,70
1394;67,26;136,84
1395;68,80;126,49
1396;65,83;111,18
1397;69,14;128,52
1398;66,76;123,14
1399;68,10;141,37
1400;66,52;127,01
1401;66,72;118,05
1402;66,66;115,35
1403;66,13;136,92
1404;68,04;126,56
1405;67,37;129,21
1406;68,37;142,16
1407;68,64;136,57
1408;67,06;121,96
1409;69,29;146,90
1410;69,97;142,65
1411;68,36;140,22
1412;68,20;109,83
1413;67,34;134,89
1414;65,91;127,60
1415;67,37;108,97
1416;70,77;138,42
1417;72,84;151,45
1418;64,95;130,00
1419;68,67;113,08
1420;68,73;129,14
1421;67,33;133,19
1422;66,68;124,86
1423;65,85;121,48
1424;70,81;137,86
1425;65,09;125,83
1426;70,61;135,32
1427;67,96;107,39
1428;70,68;144,19
1429;66,34;100,59
1430;71,98;130,17
1431;70,17;140,89
1432;70,63;143,67
1433;64,87;90,29
1434;69,62;130,41
1435;65,17;123,87
1436;69,09;154,07
1437;71,81;137,49
1438;68,66;141,81
1439;67,17;126,84
1440;68,00;131,95
1441;70,77;120,98
1442;68,82;119,78
1443;70,04;127,74
1444;68,95;134,24
1445;64,41;108,52
1446;63,82;125,06
1447;68,35;123,01
1448;69,25;129,88
1449;73,38;154,81
1450;69,36;151,92
1451;70,71;135,69
1452;67,59;127,20
1453;70,98;137,87
1454;67,73;124,47
1455;71,10;154,60
1456;71,95;134,06
1457;65,74;117,46
1458;65,64;128,35
1459;68,37;118,10
1460;70,50;127,82
1461;66,43;129,91
1462;66,60;131,32
1463;68,03;128,15
1464;69,83;122,83
1465;68,22;143,58
1466;67,78;106,56
1467;67,18;124,94
1468;66,17;113,67
1469;65,98;105,49
1470;70,37;125,38
1471;66,98;120,01
1472;69,07;135,05
1473;64,39;112,05
1474;70,30;126,64
1475;68,46;126,73
1476;68,07;138,68
1477;69,65;143,34
1478;67,85;124,67
1479;68,81;119,21
1480;68,88;129,51
1481;71,29;141,21
1482;64,93;124,93
1483;64,39;117,69
1484;67,61;128,11
1485;65,36;125,50
1486;68,57;139,91
1487;69,63;132,55
1488;64,66;129,52
1489;71,18;139,39
1490;65,69;121,71
1491;66,05;122,76
1492;67,04;117,40
1493;68,42;135,91
1494;68,54;123,83
1495;65,95;102,84
1496;66,95;119,32
1497;64,91;104,42
1498;66,59;129,23
1499;68,17;138,22
1500;69,57;138,64
1501;71,65;130,41
1502;65,06;124,43
1503;66,85;127,90
1504;67,84;125,26
1505;69,22;121,16
1506;69,75;128,14
1507;67,48;121,49
1508;68,12;129,37
1509;68,50;127,47
1510;67,50;113,14
1511;68,83;132,58
1512;65,40;110,57
1513;68,31;139,19
1514;68,78;128,75
1515;65,39;132,97
1516;66,75;125,01
1517;65,37;95,80
1518;70,65;152,90
1519;70,97;121,21
1520;66,75;127,44
1521;66,26;120,27
1522;67,34;127,49
1523;67,39;111,02
1524;71,04;153,54
1525;63,74;110,94
1526;66,91;121,09
1527;65,84;123,50
1528;67,03;116,36
1529;67,92;134,93
1530;66,72;113,84
1531;66,34;113,05
1532;66,53;127,56
1533;68,60;125,15
1534;66,11;115,44
1535;67,01;138,94
1536;70,45;133,29
1537;65,32;130,50
1538;67,28;114,25
1539;70,37;137,61
1540;68,04;114,52
1541;70,36;139,48
1542;68,38;124,69
1543;67,78;130,04
1544;69,77;141,78
1545;69,59;125,45
1546;67,98;119,17
1547;65,84;107,03
1548;66,99;125,35
1549;63,54;115,75
1550;71,50;128,79
1551;69,94;129,37
1552;71,21;145,66
1553;71,56;123,60
1554;65,31;124,62
1555;65,18;122,74
1556;65,25;120,28
1557;67,46;128,62
1558;67,27;111,52
1559;64,97;117,74
1560;64,60;109,46
1561;69,73;132,94
1562;67,77;124,18
1563;69,30;136,80
1564;71,38;143,19
1565;65,60;117,30
1566;66,23;130,81
1567;66,53;137,44
1568;67,51;128,97
1569;67,72;114,64
1570;68,57;138,46
1571;66,23;123,19
1572;67,75;121,99
1573;68,28;149,37
1574;68,40;137,21
1575;66,09;138,66
1576;70,03;118,83
1577;65,46;116,72
1578;66,46;131,56
1579;67,85;129,57
1580;70,36;131,49
1581;68,09;125,19
1582;70,06;131,84
1583;67,65;121,02
1584;69,08;121,86
1585;68,40;147,91
1586;69,12;130,63
1587;67,97;139,97
1588;67,62;126,65
1589;66,80;116,79
1590;68,57;132,43
1591;67,45;130,64
1592;68,63;132,63
1593;65,92;124,49
1594;70,69;129,63
1595;68,09;131,29
1596;69,50;121,38
1597;67,03;116,84
1598;69,04;143,43
1599;70,66;140,09
1600;67,94;127,15
1601;68,51;116,40
1602;68,81;145,59
1603;67,15;136,06
1604;68,34;126,22
1605;67,38;130,99
1606;64,88;131,71
1607;65,53;125,18
1608;69,39;147,04
1609;66,46;109,35
1610;63,25;120,75
1611;67,61;112,47
1612;69,88;138,45
1613;70,15;136,71
1614;70,61;136,01
1615;71,38;148,71
1616;66,53;120,44
1617;71,05;133,54
1618;67,63;140,04
1619;63,84;129,00
1620;66,79;121,09
1621;68,61;125,66
1622;70,40;117,66
1623;65,20;133,95
1624;69,08;121,96
1625;68,29;135,37
1626;65,83;111,62
1627;67,18;117,30
1628;67,87;131,75
1629;67,51;130,35
1630;67,98;124,74
1631;70,33;127,54
1632;67,29;118,57
1633;65,95;118,73
1634;65,28;117,23
1635;71,86;127,48
1636;67,32;128,95
1637;68,52;147,70
1638;69,74;132,15
1639;65,75;129,66
1640;67,26;142,58
1641;67,59;123,19
1642;65,54;114,61
1643;70,57;134,16
1644;64,93;129,39
1645;69,85;133,07
1646;70,81;130,07
1647;68,30;139,28
1648;67,54;131,55
1649;71,89;135,32
1650;68,81;130,56
1651;68,57;144,89
1652;66,01;121,86
1653;67,25;110,64
1654;70,55;150,09
1655;66,29;123,85
1656;68,57;128,42
1657;68,60;125,19
1658;67,99;129,74
1659;66,12;125,72
1660;66,41;132,00
1661;68,42;140,05
1662;66,80;114,11
1663;67,72;116,13
1664;70,99;117,70
1665;67,56;131,28
1666;69,12;113,61
1667;67,97;144,76
1668;66,30;141,60
1669;69,30;140,02
1670;65,63;108,42
1671;66,22;117,25
1672;66,74;126,77
1673;69,66;135,07
1674;68,21;132,01
1675;69,28;109,21
1676;69,64;127,85
1677;71,48;122,07
1678;69,37;137,68
1679;65,19;127,59
1680;64,02;111,58
1681;66,58;121,39
1682;65,81;138,84
1683;66,10;116,50
1684;68,56;137,44
1685;67,89;121,97
1686;71,42;116,81
1687;65,98;126,04
1688;70,95;114,72
1689;64,37;126,74
1690;69,76;131,34
1691;66,46;119,09
1692;67,76;137,86
1693;71,17;129,59
1694;67,31;128,10
1695;70,22;137,45
1696;69,28;129,63
1697;66,35;133,48
1698;69,27;124,79
1699;66,37;113,94
1700;63,24;116,83
1701;69,18;138,75
1702;69,11;125,46
1703;67,48;130,59
1704;69,75;134,26
1705;69,62;143,47
1706;65,95;142,25
1707;68,89;139,84
1708;67,23;132,48
1709;67,73;138,55
1710;68,72;123,11
1711;65,20;132,69
1712;66,28;106,61
1713;68,01;134,99
1714;66,89;130,92
1715;67,79;122,48
1716;66,65;136,06
1717;69,77;119,53
1718;68,42;117,74
1719;65,55;115,57
1720;68,34;104,70
1721;66,26;123,65
1722;66,40;138,52
1723;68,64;132,22
1724;68,70;117,29
1725;68,03;141,69
1726;66,25;129,63
1727;64,09;94,51
1728;67,06;120,64
1729;65,80;121,37
1730;68,05;133,26
1731;67,52;127,90
1732;66,35;123,39
1733;70,87;136,96
1734;68,29;114,13
1735;67,03;118,08
1736;70,91;121,86
1737;68,77;145,51
1738;68,80;128,98
1739;66,80;110,47
1740;65,02;126,91
1741;71,83;141,11
1742;67,41;138,18
1743;68,86;132,63
1744;66,39;127,20
1745;67,90;146,25
1746;69,04;141,65
1747;66,26;126,52
1748;68,46;121,55
1749;66,88;116,59
1750;71,36;139,02
1751;66,06;116,20
1752;66,64;115,74
1753;67,32;116,81
1754;68,20;138,65
1755;69,59;108,52
1756;67,50;133,67
1757;68,00;128,09
1758;69,51;128,66
1759;68,00;115,44
1760;67,59;125,00
1761;69,78;136,48
1762;72,36;121,93
1763;68,13;126,88
1764;67,83;119,95
1765;68,87;142,27
1766;66,04;129,97
1767;65,81;131,16
1768;69,22;128,86
1769;64,72;111,94
1770;68,48;132,38
1771;68,28;134,28
1772;65,50;127,69
1773;66,73;114,54
1774;69,20;138,14
1775;71,44;140,35
1776;70,08;125,90
1777;69,67;134,43
1778;71,68;136,65
1779;71,09;123,52
1780;67,65;130,34
1781;70,41;149,84
1782;68,33;115,56
1783;64,72;109,66
1784;64,60;108,88
1785;66,92;112,39
1786;68,46;130,01
1787;67,19;136,80
1788;67,78;111,18
1789;66,67;119,31
1790;67,38;120,12
1791;68,00;124,09
1792;65,27;117,84
1793;69,14;142,15
1794;67,46;122,33
1795;68,87;115,70
1796;68,02;136,58
1797;70,33;120,59
1798;68,05;121,26
1799;66,63;133,59
1800;66,23;127,54
1801;70,68;139,11
1802;67,92;140,40
1803;67,98;124,35
1804;67,83;136,97
1805;70,87;136,97
1806;68,67;129,99
1807;65,63;113,61
1808;66,98;127,61
1809;69,39;117,96
1810;67,97;127,24
1811;69,02;123,84
1812;65,06;121,26
1813;68,67;118,53
1814;67,57;115,41
1815;66,86;131,26
1816;66,42;110,32
1817;68,42;129,21
1818;69,83;140,88
1819;66,38;121,10
1820;69,67;134,42
1821;66,10;116,24
1822;65,82;117,80
1823;68,71;126,45
1824;71,38;137,10
1825;69,73;152,17
1826;68,37;128,61
1827;65,05;113,97
1828;64,38;105,95
1829;69,22;134,30
1830;66,67;132,45
1831;69,15;134,37
1832;67,53;146,88
1833;70,71;131,27
1834;69,06;132,96
1835;66,36;140,46
1836;69,74;144,83
1837;69,72;129,26
1838;67,00;138,03
1839;68,39;125,57
1840;65,72;129,47
1841;70,41;129,46
1842;66,08;105,19
1843;66,34;125,26
1844;65,25;128,23
1845;67,53;123,33
1846;68,21;110,86
1847;67,41;114,45
1848;69,82;137,24
1849;66,30;125,87
1850;69,06;140,84
1851;69,64;131,25
1852;70,75;140,12
1853;67,51;138,86
1854;67,50;117,37
1855;67,30;109,99
1856;67,76;129,41
1857;70,13;135,16
1858;66,28;108,13
1859;72,48;146,30
1860;66,93;127,64
1861;67,24;133,50
1862;69,30;124,83
1863;71,68;123,42
1864;69,69;125,17
1865;68,22;116,50
1866;70,77;124,56
1867;69,63;132,85
1868;67,52;124,21
1869;70,26;137,62
1870;67,32;112,23
1871;65,82;117,92
1872;67,28;107,13
1873;68,47;127,86
1874;66,16;119,59
1875;71,12;129,76
1876;67,51;126,27
1877;67,98;120,69
1878;70,76;147,24
1879;68,13;123,80
1880;69,71;124,90
1881;69,28;129,25
1882;67,72;133,21
1883;71,35;134,98
1884;65,01;115,46
1885;66,57;114,22
1886;66,21;126,43
1887;68,42;121,53
1888;68,25;137,33
1889;71,66;130,14
1890;70,73;149,34
1891;68,81;131,80
1892;67,80;124,51
1893;67,28;124,09
1894;75,15;146,97
1895;70,18;135,83
1896;70,11;121,41
1897;67,55;131,35
1898;65,19;135,13
1899;71,09;141,27
1900;63,42;106,41
1901;69,87;140,15
1902;67,27;140,00
1903;66,18;124,84
1904;65,71;134,92
1905;68,09;136,09
1906;69,12;133,60
1907;69,44;114,20
1908;67,09;144,44
1909;68,50;127,57
1910;68,14;114,52
1911;66,53;118,98
1912;67,30;118,85
1913;66,46;114,44
1914;68,23;117,12
1915;70,06;139,35
1916;69,26;141,76
1917;70,15;117,31
1918;66,07;136,91
1919;68,95;130,91
1920;66,76;124,42
1921;69,80;141,06
1922;67,93;125,31
1923;69,44;151,39
1924;71,14;118,16
1925;66,84;114,44
1926;67,75;118,57
1927;70,83;129,11
1928;69,21;126,58
1929;68,20;133,04
1930;67,32;133,00
1931;67,46;130,52
1932;67,70;110,44
1933;68,58;131,61
1934;70,18;142,87
1935;69,85;137,02
1936;68,82;141,95
1937;68,58;123,77
1938;66,17;121,78
1939;68,29;112,78
1940;66,01;121,01
1941;70,42;124,49
1942;65,95;125,22
1943;67,28;121,19
1944;70,23;140,17
1945;66,37;136,51
1946;65,72;124,26
1947;72,69;150,13
1948;65,52;107,78
1949;68,71;128,86
1950;69,34;133,22
1951;67,38;125,77
1952;68,05;130,89
1953;69,86;151,59
1954;64,51;114,95
1955;69,20;139,61
1956;67,98;127,78
1957;70,14;139,37
1958;70,49;130,90
1959;66,86;134,94
1960;68,64;104,71
1961;67,91;113,44
1962;69,24;116,34
1963;64,48;109,55
1964;71,64;126,92
1965;70,04;146,89
1966;68,12;126,80
1967;65,23;122,34
1968;68,27;127,87
1969;66,17;124,91
1970;65,83;123,01
1971;65,62;107,43
1972;70,92;111,64
1973;69,29;130,61
1974;69,91;132,76
1975;72,73;125,93
1976;68,44;113,10
1977;66,49;123,13
1978;72,21;122,70
1979;69,53;139,15
1980;64,79;122,56
1981;67,38;126,91
1982;67,65;131,70
1983;70,01;144,67
1984;66,05;133,33
1985;65,21;109,80
1986;68,39;132,95
1987;63,99;123,66
1988;70,31;120,03
1989;70,15;123,13
1990;68,01;122,74
1991;68,06;125,82
1992;66,98;117,23
1993;68,80;142,77
1994;70,30;114,55
1995;65,68;111,17
1996;69,27;141,70
1997;71,68;126,57
1998;67,17;148,27
1999;69,24;132,68
2000;68,73;126,82
2001;69,00;125,47
2002;68,69;130,13
2003;68,53;123,27
2004;67,68;129,98
2005;69,60;138,67
2006;68,91;130,70
2007;66,17;113,37
2008;67,46;139,68
2009;72,83;148,80
2010;64,01;90,91
2011;68,02;123,75
2012;68,51;132,49
2013;70,88;131,31
2014;65,29;116,51
2015;65,76;109,11
2016;65,46;129,33
2017;65,99;114,63
2018;65,57;136,14
2019;69,70;144,59
2020;66,19;107,97
2021;68,23;122,07
2022;65,97;123,32
2023;71,26;133,62
2024;72,01;159,27
2025;68,93;148,77
2026;67,36;120,28
2027;70,12;110,30
2028;68,84;137,61
2029;67,62;132,48
2030;67,13;136,41
2031;70,39;137,27
2032;68,68;134,85
2033;66,92;118,85
2034;69,87;144,03
2035;67,94;128,51
2036;68,49;125,98
2037;69,45;121,08
2038;67,72;125,38
2039;69,85;141,39
2040;66,63;141,13
2041;66,36;116,85
2042;68,22;131,16
2043;68,40;134,58
2044;68,44;133,12
2045;70,94;137,71
2046;69,65;130,24
2047;65,06;109,58
2048;71,81;142,87
2049;65,92;101,62
2050;66,52;112,35
2051;70,52;131,08
2052;66,25;131,04
2053;64,72;111,55
2054;63,79;110,84
2055;65,38;127,47
2056;65,57;107,70
2057;66,57;115,12
2058;67,28;112,11
2059;66,14;128,07
2060;66,11;119,46
2061;67,68;124,59
2062;68,74;126,02
2063;66,59;111,39
2064;65,01;127,72
2065;69,28;124,82
2066;67,19;122,97
2067;69,81;117,71
2068;66,55;120,72
2069;66,14;121,33
2070;69,93;146,60
2071;66,70;126,01
2072;67,68;128,14
2073;67,87;129,54
2074;67,65;121,51
2075;71,17;157,96
2076;69,01;127,89
2077;70,58;127,15
2078;70,89;140,81
2079;68,51;140,14
2080;66,61;132,77
2081;66,07;116,00
2082;68,15;121,28
2083;72,89;147,53
2084;69,90;138,86
2085;66,50;120,85
2086;69,27;125,81
2087;70,53;135,37
2088;65,12;107,62
2089;70,34;122,98
2090;69,13;131,71
2091;65,21;110,33
2092;67,08;100,25
2093;64,65;106,57
2094;66,28;121,22
2095;71,30;130,55
2096;66,91;132,61
2097;70,84;132,61
2098;66,65;117,83
2099;64,54;94,29
2100;66,43;125,18
2101;66,60;125,36
2102;66,38;117,45
2103;66,85;130,81
2104;68,50;128,31
2105;63,45;118,40
2106;67,54;129,46
2107;65,41;116,73
2108;66,91;146,85
2109;67,59;120,21
2110;67,05;136,27
2111;68,00;130,16
2112;70,33;134,82
2113;69,10;126,27
2114;68,12;142,67
2115;67,55;121,28
2116;68,78;111,19
2117;66,62;130,42
2118;67,88;138,83
2119;67,75;125,10
2120;68,32;141,63
2121;71,05;149,77
2122;68,11;118,62
2123;66,44;119,43
2124;71,45;134,91
2125;68,60;133,16
2126;70,82;147,28
2127;68,89;117,67
2128;67,15;122,84
2129;68,76;125,79
2130;70,53;143,25
2131;66,47;127,21
2132;67,94;113,72
2133;68,79;130,93
2134;69,95;129,50
2135;69,99;157,61
2136;66,55;125,46
2137;65,14;105,36
2138;70,40;130,44
2139;68,32;152,05
2140;65,60;143,95
2141;70,63;136,19
2142;65,08;117,41
2143;64,31;114,56
2144;66,05;115,10
2145;67,35;121,85
2146;70,13;150,20
2147;67,49;122,16
2148;67,11;115,59
2149;67,27;133,31
2150;66,55;141,44
2151;68,13;130,79
2152;68,54;143,15
2153;68,52;138,04
2154;70,77;120,95
2155;66,72;104,55
2156;66,30;120,30
2157;66,16;116,74
2158;65,52;127,61
2159;71,01;128,76
2160;64,07;132,12
2161;67,07;136,25
2162;66,92;114,24
2163;63,92;117,78
2164;66,76;121,76
2165;67,31;117,45
2166;66,94;137,73
2167;69,97;133,21
2168;66,41;114,16
2169;69,46;136,87
2170;66,47;125,42
2171;67,69;121,49
2172;68,60;123,34
2173;66,82;107,80
2174;66,31;117,17
2175;69,11;126,30
2176;65,94;115,31
2177;69,86;143,75
2178;64,55;113,24
2179;65,56;131,76
2180;65,07;125,83
2181;66,30;115,88
2182;68,63;139,05
2183;67,39;121,73
2184;66,73;141,13
2185;65,57;127,96
2186;67,97;132,13
2187;62,60;129,76
2188;66,26;129,41
2189;65,65;118,78
2190;66,31;105,71
2191;65,15;124,83
2192;67,06;141,81
2193;68,07;123,02
2194;68,73;118,30
2195;66,50;123,12
2196;71,35;125,08
2197;67,36;118,04
2198;66,53;134,41
2199;67,44;132,58
2200;69,37;123,64
2201;68,47;136,73
2202;66,81;130,44
2203;68,62;121,98
2204;70,55;124,88
2205;65,26;110,68
2206;65,35;108,90
2207;65,63;129,71
2208;69,57;140,24
2209;66,41;137,81
2210;68,25;140,66
2211;70,74;136,56
2212;68,35;121,03
2213;69,64;141,54
2214;65,35;137,18
2215;71,92;156,54
2216;70,13;137,22
2217;65,16;121,52
2218;69,31;122,04
2219;66,33;131,31
2220;68,65;127,55
2221;70,27;135,31
2222;67,57;128,89
2223;69,19;134,75
2224;69,62;129,94
2225;65,86;127,91
2226;69,92;134,61
2227;68,42;138,55
2228;67,61;145,19
2229;68,12;113,79
2230;64,76;118,67
2231;65,33;129,76
2232;67,64;133,50
2233;69,06;139,87
2234;67,17;117,26
2235;65,69;116,98
2236;68,57;141,15
2237;66,34;138,22
2238;62,78;119,84
2239;65,28;112,57
2240;69,93;139,73
2241;65,22;130,61
2242;71,57;142,27
2243;69,11;134,20
2244;68,83;123,66
2245;66,39;119,14
2246;66,69;133,98
2247;64,95;115,62
2248;69,50;135,24
2249;69,43;115,96
2250;67,07;121,31
2251;70,49;134,35
2252;69,18;143,03
2253;67,48;119,85
2254;67,40;124,84
2255;69,43;127,95
2256;64,15;112,22
2257;69,14;137,31
2258;68,89;120,11
2259;64,95;93,44
2260;66,41;137,03
2261;67,42;124,59
2262;65,63;126,32
2263;70,16;128,32
2264;66,23;130,68
2265;66,49;138,41
2266;65,04;116,73
2267;67,08;118,13
2268;64,33;128,20
2269;64,20;113,15
2270;66,89;113,14
2271;65,79;126,89
2272;68,84;131,39
2273;71,09;143,30
2274;63,88;122,99
2275;68,35;136,76
2276;69,47;140,35
2277;69,02;138,75
2278;70,29;135,44
2279;70,84;135,39
2280;71,86;144,64
2281;69,57;139,84
2282;70,88;136,58
2283;67,94;123,77
2284;67,70;127,89
2285;68,59;148,93
2286;66,91;128,92
2287;68,33;125,54
2288;64,65;140,43
2289;66,05;115,64
2290;70,24;130,71
2291;67,37;119,00
2292;69,95;128,09
2293;70,64;153,02
2294;70,58;127,64
2295;68,86;134,81
2296;68,74;121,53
2297;67,17;128,30
2298;65,78;107,31
2299;67,52;136,26
2300;67,08;149,16
2301;67,69;129,62
2302;64,64;105,84
2303;69,36;113,91
2304;69,21;142,87
2305;67,36;119,16
2306;65,63;117,85
2307;68,76;126,87
2308;68,17;124,93
2309;65,83;103,84
2310;69,30;130,28
2311;70,80;123,81
2312;66,59;137,54
2313;64,67;104,93
2314;71,93;129,27
2315;67,64;120,45
2316;68,73;126,83
2317;66,95;127,16
2318;72,56;130,03
2319;67,36;136,90
2320;70,02;135,98
2321;66,54;110,91
2322;67,74;113,65
2323;67,57;144,70
2324;66,52;133,83
2325;69,15;152,12
2326;69,19;122,79
2327;66,60;118,26
2328;67,07;106,20
2329;69,57;148,57
2330;69,23;101,45
2331;69,26;137,50
2332;67,56;123,10
2333;69,10;142,43
2334;68,54;127,37
2335;70,86;151,27
2336;67,98;124,56
2337;71,04;127,15
2338;66,70;140,25
2339;65,77;113,70
2340;66,79;116,24
2341;65,93;109,55
2342;67,72;131,87
2343;66,72;112,36
2344;66,68;115,41
2345;67,25;119,97
2346;70,52;128,20
2347;69,74;128,67
2348;68,75;115,28
2349;67,61;136,67
2350;72,13;137,78
2351;67,91;126,62
2352;66,18;125,32
2353;71,71;144,44
2354;70,68;137,80
2355;71,87;143,06
2356;67,75;131,82
2357;67,09;122,17
2358;66,79;105,89
2359;63,56;118,81
2360;66,49;139,31
2361;68,50;124,27
2362;66,83;116,71
2363;70,64;134,41
2364;66,01;117,70
2365;67,34;126,89
2366;67,26;120,98
2367;70,82;140,36
2368;68,33;102,50
2369;69,37;132,55
2370;64,76;119,63
2371;68,69;125,91
2372;69,49;125,55
2373;68,08;122,52
2374;66,37;134,87
2375;66,75;121,50
2376;69,64;123,32
2377;69,77;133,08
2378;69,49;118,96
2379;65,84;101,11
2380;70,71;143,19
2381;68,48;126,73
2382;69,37;141,14
2383;70,52;135,17
2384;68,70;128,88
2385;67,62;109,35
2386;68,33;137,55
2387;68,23;139,13
2388;67,91;132,06
2389;70,32;136,46
2390;66,39;128,53
2391;66,51;134,48
2392;69,61;122,57
2393;67,63;140,08
2394;71,06;139,91
2395;70,62;127,43
2396;73,99;142,90
2397;67,46;125,82
2398;65,91;101,24
2399;65,60;115,99
2400;69,50;126,73
2401;69,43;133,54
2402;69,00;116,14
2403;68,58;124,13
2404;66,96;118,72
2405;64,56;135,46
2406;69,48;132,57
2407;65,65;145,97
2408;66,80;112,12
2409;68,93;135,97
2410;68,90;120,92
2411;68,50;132,72
2412;68,02;135,06
2413;69,21;134,85
2414;68,48;141,77
2415;68,80;151,42
2416;67,04;134,15
2417;68,89;139,32
2418;68,75;132,50
2419;72,33;143,52
2420;66,51;121,88
2421;66,71;122,93
2422;67,20;118,52
2423;70,19;131,91
2424;65,51;122,57
2425;68,83;113,58
2426;66,95;129,98
2427;68,03;123,96
